customer_id,customer_name,phone_no,city,signup_date,loyalty_status
C0839,Diana Riley,5022661992,Chennai,2022-10-09,Silver
C0840,Kayla Murray,9578603277,Hyderabad,2023-10-22,Bronze
C0841,Molly Kim,2122681605,Kolkata,2023-03-15,
C0842,Theresa Sparks,299525190,Bangalore,2025-03-04,Silver
C0843,Robin Martin,6869564605,Hyderabad,2024-07-15,
C0844,Diane Bradley,2745638870,Bangalore,2023-11-30,Silver
C0845,Chelsea Flynn,8885028413,Delhi,2022-10-25,Gold
C0846,Eileen Hinton,2899530705,Delhi,2024-12-31,
C0847,Colton Smith,6535481260,Hyderabad,2023-08-02,Bronze
C0848,Peter Garcia,264064058,Mumbai,2024-10-28,Gold
C0849,Katherine Dodson,5824216156,Bangalore,2023-07-09,
C0850,Nathaniel Baker,2731554555,Mumbai,2023-06-16,
C0851,Alicia Humphrey,8692387819,Kolkata,2023-04-12,Gold
C0852,Devon Jennings,6797205063,Delhi,2023-11-26,
C0853,Becky Lyons,2221063554,Kolkata,2023-08-07,Silver
C0854,Madison Cole,6268066268,Delhi,2024-01-04,
C0855,Erica Hernandez,1821031840,Delhi,2024-03-08,Silver
C0856,Darren Perkins,9863651310,Delhi,2023-06-20,
C0857,Kim Hall,7435981859,Hyderabad,2024-09-13,
C0858,Chase Banks,3634158453,Chennai,2025-04-04,
C0859,Phillip Barrett,2690811504,Bangalore,2023-04-18,
C0860,Jeremy Romero,555217791,Bangalore,2025-06-14,Gold
C0861,Savannah Wagner,8597121104,Kolkata,2024-06-06,
C0862,Brenda Hunter,4229997368,Chennai,2024-10-26,Gold
C0863,Sarah Miller,1869607116,Bangalore,2022-10-22,Silver
C0864,Karen Fisher,2073358313,Chennai,2025-03-30,Gold
C0865,Jack Kim,2850307667,Chennai,2024-01-13,Gold
C0866,Patrick Marshall,9255458812,Bangalore,2022-08-29,
C0867,Kayla Stone,1104047276,Delhi,2022-10-09,Silver
C0868,Wyatt Brady,5215332338,Mumbai,2024-12-10,
C0869,Anthony Richmond,2709177814,Delhi,2023-02-03,Gold
C0870,Jeffery Dawson,7838843337,Hyderabad,2024-09-01,Gold
C0871,Lawrence Mitchell,8693561460,Chennai,2024-08-23,Gold
C0872,Ronnie Chapman,8693492318,Bangalore,2023-03-07,Bronze
C0873,Andrew Lewis,601734661,Kolkata,2022-09-24,Gold
C0874,Nicole Simpson,9378030107,Hyderabad,2023-12-27,Gold
C0875,Timothy Willis,5126249712,Bangalore,2022-10-08,Bronze
C0876,Michael Cruz,9791222788,Kolkata,2023-01-28,
C0877,Brandon Holden,5396717419,Delhi,2024-03-27,
C0878,Jamie James,7148912908,Hyderabad,2024-06-24,Bronze
C0879,Linda Jones,9622391150,Delhi,2024-01-30,Bronze
C0880,Caitlin Luna,5413329583,Kolkata,2025-02-01,
C0881,Larry Moreno,1326853741,Bangalore,2023-01-04,Silver
C0882,Gene Clayton,7487011642,Chennai,2024-10-12,Silver
C0883,David Reyes,862834736,Mumbai,2024-10-08,Bronze
C0884,Christine Shaffer,5110127087,Kolkata,2022-11-10,
C0885,Cody Wallace,6725741017,Bangalore,2025-06-15,Gold
C0886,Stephen Williams,8464001936,Hyderabad,2022-10-08,
C0887,Jason Moore,5644185924,Hyderabad,2024-02-18,
C0888,Anne Compton,2457402116,Hyderabad,2022-10-31,
C0889,Glenda Parrish,760868903,Mumbai,2023-10-20,Gold
C0890,Melissa Coleman,504951928,Chennai,2024-07-01,Gold
C0891,Andre Rodriguez,2604800144,Kolkata,2022-11-12,Bronze
C0892,Tracy Brown,6146470931,Delhi,2024-01-12,Gold
C0893,Gregory Williams Jr.,564971863,Bangalore,2023-12-05,Silver
C0894,Tabitha Schultz MD,42118746,Kolkata,2025-08-09,
C0895,Tonya Williams,7645397161,Hyderabad,2024-02-13,Bronze
C0896,Misty Wagner,4593892922,Bangalore,2024-10-31,Gold
C0897,Adam Parker,2485347544,Bangalore,2022-11-11,Bronze
C0898,John Velasquez,5449819090,Hyderabad,2024-10-08,
C0899,Angel Johnson,1619298577,Bangalore,2023-08-26,
C0900,Darrell Campbell,6078380864,,2023-11-21,Silver
C0901,Anthony Hunt,595419458,Mumbai,2023-05-17,
C0902,Danielle Brown,7145386499,Chennai,2025-03-03,Bronze
C0903,Brian Wright,7492348523,Bangalore,2025-02-02,
C0904,Rhonda Thompson,80311448,Kolkata,2024-03-19,Silver
C0905,Nancy Gonzales,5588906385,Delhi,2022-12-19,Silver
C0906,Elizabeth Ellis,5901209168,Mumbai,2022-08-13,
C0907,Jim Washington,8454537931,Delhi,2023-08-31,
C0908,Jordan Bullock,2974834516,Mumbai,2024-06-27,Silver
C0909,Samuel Carroll,7468758495,Hyderabad,2024-07-31,
C0910,Theresa Holland,3185446302,Kolkata,2025-07-20,
C0911,Dylan Smith,53713242,Chennai,2023-07-18,Silver
C0912,Grace Kennedy,7931363681,Kolkata,2025-06-21,Gold
C0913,Sandra Schmitt,1120225822,Chennai,2023-06-07,Gold
C0914,Justin Sullivan,3786483325,Kolkata,2024-02-01,
C0915,April Mercado,7882795693,Chennai,2025-05-10,Bronze
C0916,Stephen Reid,4081118070,Mumbai,2023-09-24,Gold
C0917,Derrick Rodriguez,623584271,Bangalore,2024-09-17,
C0918,Hunter Morrison,9470083891,Kolkata,2022-09-23,
C0919,Jeffrey Gonzalez,8710984916,Delhi,2024-09-03,Gold
C0920,Shawn Warner,6780302869,Mumbai,2024-01-28,
C0921,Gabriela Rodriguez,6969152818,Kolkata,2024-01-08,Silver
C0922,Bradley Shepherd,5898667718,Bangalore,2024-02-07,
C0923,Joyce Robinson,2153675659,Bangalore,2023-11-29,Bronze
C0924,Logan Chambers,2334890798,Mumbai,2024-10-25,Silver
C0925,George Allen,9730468745,Chennai,2024-12-12,
C0926,Alexander Barker,6582063040,Bangalore,2025-06-19,
C0927,Jesus Stewart,3675492085,Hyderabad,2022-12-16,Silver
C0928,Juan Roberts,4206018946,Kolkata,2022-10-03,
C0929,Tonya Thompson,8757227982,Hyderabad,2022-09-04,
C0930,Samuel Little,7518110601,Kolkata,2024-05-19,Gold
C0931,James Mccullough,8587365990,Mumbai,2022-08-28,
C0932,Carla Bowen,8551513091,Kolkata,2023-07-10,
C0933,Cindy Frey,4389950743,Delhi,2023-05-23,Bronze
C0934,Charles Patel,3682136754,Mumbai,2023-09-30,
C0935,Daniel Mendez,1378354243,Hyderabad,2022-12-11,Silver
C0936,Dawn Howe,2555085555,Kolkata,2023-09-27,
C0937,Dana Frost,6748107506,Bangalore,2024-06-10,
C0938,Scott Hensley,3912897397,Mumbai,2022-10-31,
C0939,Victor Anderson,701571246,Hyderabad,2024-08-17,
C0940,Jeremiah Sims,7185763725,Delhi,2024-02-24,Gold
C0941,Antonio Boyle,394446585,Chennai,2023-11-06,Bronze
C0942,Keith Hill,9728205493,Bangalore,2024-04-14,Bronze
C0943,Jeffrey Miller,8044079358,Chennai,2025-03-28,
C0944,Kenneth Garcia,7804222879,Bangalore,2025-07-31,Silver
C0945,Angela Johnson,992823182,Delhi,2024-08-08,
C0946,Jesse Pena,4610953596,Chennai,2023-03-30,
C0947,Dean Williamson,442976442,Kolkata,2022-08-20,Bronze
C0948,David Horn,5231044060,Kolkata,2024-01-17,
C0949,Julia Campbell,6250563774,Bangalore,2023-04-18,Bronze
C0950,Jennifer Byrd,3378431223,Bangalore,2025-08-08,
C0951,Jacob Cook,6894863077,,2023-02-15,
C0952,Emily Willis,9050108775,Bangalore,2023-07-14,Silver
C0953,Corey Johnson,5966894805,Chennai,2024-02-04,Gold
C0954,Stacy Bowers,3015126566,Kolkata,2025-04-26,Gold
C0955,Martin Oneal,3774000009,Kolkata,2024-05-12,Bronze
C0956,Jacob Hooper,4587099484,Chennai,2025-03-26,
C0957,Maria White,6625165650,Kolkata,2024-05-27,
C0958,Robin Wheeler,4003489852,Chennai,2025-01-19,Gold
C0959,Samantha Davis,7570535537,Mumbai,2025-04-15,Silver
C0960,Donald Anderson,2408691151,Chennai,2023-07-15,
C0961,Carl Green,683843431,Delhi,2025-05-12,Gold
C0962,Stephanie Patton,510824723,Bangalore,2023-10-21,Gold
C0963,Ronald Alexander,3830436018,Hyderabad,2024-10-02,Silver
C0964,Danielle Williams,6120533436,Kolkata,2022-09-08,Silver
C0965,Jodi Haynes,45484452,Delhi,2022-10-01,
C0966,Ashley Cabrera,485508741,Bangalore,2022-11-29,Silver
C0967,Melissa Wiggins,8709911625,Bangalore,2023-02-05,Gold
C0968,Mr. John Williams Jr.,8595542679,Hyderabad,2025-01-07,Bronze
C0969,Mr. Michael Kaufman,2652663495,Bangalore,2024-08-02,Silver
C0970,Candace Strickland,4571042841,Delhi,2023-04-17,
C0971,Cynthia Vargas,8088822606,Chennai,2023-03-28,
C0972,Mary Payne,8288750057,Hyderabad,2024-05-31,Silver
C0973,Marilyn Davenport,4234936877,Mumbai,2023-04-22,Gold
C0974,Crystal Matthews,3822550447,Delhi,2024-03-31,
C0975,Christina Hill,557773280,Delhi,2024-08-03,Bronze
C0976,John Smith,8939989630,Chennai,2025-02-08,
C0977,Michael Kelly,1147685795,Hyderabad,2023-01-07,Bronze
C0978,Charles Mcguire DDS,7950511540,Hyderabad,2022-09-29,Bronze
C0979,Christopher Sanders,1550858301,Chennai,2023-05-22,
C0980,Brenda Fitzgerald,5894896725,Mumbai,2023-04-15,Silver
C0981,Joshua Johnson,9350795262,Delhi,2025-02-12,
C0982,Kari Phillips,9440994018,Kolkata,2024-10-13,Bronze
C0983,Guy Watkins,3583717970,Kolkata,2024-06-24,Silver
C0984,Brittany Simmons,8441305510,Kolkata,2024-02-04,Gold
C0985,Matthew Bradley,7437563505,Delhi,2023-11-09,
C0986,Jill Price,106437926,Hyderabad,2024-03-06,Bronze
C0987,James Sharp,1935984605,Delhi,2023-06-29,
C0988,Tamara Ryan,2342471256,Mumbai,2023-12-23,Silver
C0989,Autumn Branch,5299833510,Delhi,2024-07-21,Gold
C0990,Mark Marshall,5621687835,Kolkata,2025-01-16,
C0991,Michelle Rangel,627060374,Delhi,2025-08-06,
C0992,Dakota Mills,4497582079,Chennai,2025-03-20,
C0993,Michael Parker,5759260732,Hyderabad,2023-03-19,Bronze
C0994,Mark Miller,5486898867,Delhi,2024-10-03,Bronze
C0995,Julie Bailey,3398666369,Kolkata,2024-03-10,Gold
C0996,Caitlin Bailey,1476020552,Bangalore,2024-09-18,Gold
C0997,Jessica Turner,7291382637,Hyderabad,2023-11-22,Bronze
C0998,Heather Rice,13258709,Chennai,2023-12-06,Silver
C0999,Deborah Luna,3981374424,Bangalore,2023-08-04,
C1000,Mark Powers,3693274634,Kolkata,2024-07-01,Bronze
